Date,City,Weather Condition,Temperature,Wind Force and Direction
2011-07-28,guangzhou,晴/雷阵雨,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-07-29,guangzhou,中雨/中雨,32℃/25℃,东风3-4级/东南风3-4级
2011-07-30,guangzhou,中雨/小到中雨,31℃/24℃,东南风3-4级/无持续风向≤3级
2011-07-31,guangzhou,阵雨/多云,32℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-08-01,guangzhou,阵雨/多云,34℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-08-02,guangzhou,多云/多云,34℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-03,guangzhou,晴/晴,36℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-04,guangzhou,晴/晴,36℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-05,guangzhou,晴/晴,36℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-06,guangzhou,多云/多云,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-07,guangzhou,雷阵雨/雷阵雨,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-08,guangzhou,雷阵雨/阵雨,34℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-09,guangzhou,雷阵雨/中雨,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-10,guangzhou,中雨/阵雨,31℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-11,guangzhou,阵雨/多云,32℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-12,guangzhou,阵雨/多云,32℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-13,guangzhou,晴/晴,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-14,guangzhou,晴/晴,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-15,guangzhou,晴/晴,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-16,guangzhou,晴/多云,35℃/27℃,无持续风向≤3级/无持续风向≤3级
2011-08-17,guangzhou,晴/晴,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-18,guangzhou,晴/晴,35℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-08-19,guangzhou,晴/多云,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-20,guangzhou,多云/多云,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-21,guangzhou,雷阵雨/晴,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-22,guangzhou,雷阵雨/多云,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-23,guangzhou,雷阵雨/雷阵雨,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-24,guangzhou,雷阵雨/雷阵雨,33℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-25,guangzhou,雷阵雨/多云,33℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-08-26,guangzhou,多云/多云,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-27,guangzhou,晴/晴,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-28,guangzhou,晴/多云,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-29,guangzhou,晴/晴,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-30,guangzhou,晴/阵雨,36℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-08-31,guangzhou,多云/阵雨,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-01,guangzhou,阵雨/大到暴雨,31℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-09-02,guangzhou,中雨/大雨,28℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-09-03,guangzhou,中雨/阵雨,31℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-09-04,guangzhou,阵雨/多云,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-05,guangzhou,多云/多云,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-09-06,guangzhou,多云/多云,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-07,guangzhou,阵雨/多云,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-08,guangzhou,阵雨/多云,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-09,guangzhou,多云/多云,35℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-09-10,guangzhou,雷阵雨/多云,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-11,guangzhou,阵雨/多云,33℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-12,guangzhou,阵雨/多云,33℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-13,guangzhou,阵雨/多云,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-14,guangzhou,雷阵雨/多云,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2011-09-15,guangzhou,雷阵雨/雷阵雨,34℃/26℃,无持续风向≤3级/无持续风向≤3级
2011-09-16,guangzhou,雷阵雨/多云,34℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-09-17,guangzhou,雷阵雨/阵雨,34℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-09-18,guangzhou,雷阵雨/阵雨,35℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-09-19,guangzhou,雷阵雨/阵雨,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-09-20,guangzhou,多云/多云,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-09-21,guangzhou,多云/晴,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-09-22,guangzhou,晴/晴,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-09-23,guangzhou,晴/晴,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-09-24,guangzhou,晴/阵雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-09-25,guangzhou,阵雨/多云,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2011-09-26,guangzhou,阵雨/多云,30℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-09-27,guangzhou,多云/晴,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-09-28,guangzhou,阵雨/中雨,33℃/24℃,无持续风向≤3级/东风3-4级
2011-09-29,guangzhou,中到大雨/大到暴雨,29℃/22℃,东北风4-5级/东北风4-5级
2011-09-30,guangzhou,中雨/阵雨,29℃/24℃,无持续风向≤3级/无持续风向≤3级
2011-10-01,guangzhou,阵雨/多云,30℃/23℃,无持续风向≤3级/无持续风向≤3级
2011-10-02,guangzhou,多云/阵雨,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-10-03,guangzhou,阵雨/阵雨,26℃/20℃,东北风3-4级/东北风3-4级
2011-10-04,guangzhou,阵雨/阵雨,25℃/20℃,北风3-4级/北风3-4级
2011-10-05,guangzhou,多云/阵雨,26℃/20℃,东北风3-4级/无持续风向≤3级
2011-10-06,guangzhou,多云/阵雨,27℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-10-07,guangzhou,多云/多云,28℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-10-08,guangzhou,多云/晴,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-10-09,guangzhou,晴/晴,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-10-10,guangzhou,多云/阵雨,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-10-11,guangzhou,阵雨/阵雨,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2011-10-12,guangzhou,阵雨/阵雨,28℃/23℃,无持续风向≤3级/无持续风向≤3级
2011-10-13,guangzhou,中到大雨/中到大雨,26℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-10-14,guangzhou,阵雨/多云,26℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-10-15,guangzhou,多云/多云,27℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-10-16,guangzhou,多云/多云,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-10-17,guangzhou,晴/晴,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-10-18,guangzhou,晴/晴,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-10-19,guangzhou,晴/晴,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-10-20,guangzhou,晴/晴,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-10-21,guangzhou,晴/晴,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-10-22,guangzhou,晴/晴,30℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-10-23,guangzhou,多云/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-10-24,guangzhou,多云/多云,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-10-25,guangzhou,多云/多云,26℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-10-26,guangzhou,多云/多云,26℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-10-27,guangzhou,多云/多云,26℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-10-28,guangzhou,多云/多云,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-10-29,guangzhou,多云/多云,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-10-30,guangzhou,多云/多云,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-10-31,guangzhou,多云/多云,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-11-01,guangzhou,多云/多云,28℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-11-02,guangzhou,多云/多云,28℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-11-03,guangzhou,多云/小雨,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-11-04,guangzhou,小雨/多云,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-11-05,guangzhou,多云/多云,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2011-11-06,guangzhou,多云/多云,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2011-11-07,guangzhou,多云/小雨,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-11-08,guangzhou,大雨/大到暴雨,21℃/16℃,无持续风向≤3级/北风3-4级
2011-11-09,guangzhou,大到暴雨/阵雨,16℃/15℃,北风3-4级/北风3-4级
2011-11-10,guangzhou,多云/多云,22℃/15℃,北风3-4级/东北风3-4级
2011-11-11,guangzhou,多云/多云,23℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-12,guangzhou,多云/多云,25℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-11-13,guangzhou,晴/多云,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-14,guangzhou,多云/多云,26℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-11-15,guangzhou,多云/多云,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2011-11-16,guangzhou,多云/多云,28℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-11-17,guangzhou,小雨/中雨,29℃/21℃,无持续风向≤3级/无持续风向≤3级
2011-11-18,guangzhou,中雨/小到中雨,24℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-11-19,guangzhou,阴/晴,26℃/17℃,无持续风向≤3级/北风3-4级
2011-11-20,guangzhou,多云/晴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-11-21,guangzhou,多云/阴,25℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-11-22,guangzhou,阴/多云,23℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-23,guangzhou,晴/晴,26℃/14℃,无持续风向≤3级/东北风3-4级
2011-11-24,guangzhou,晴/多云,25℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-25,guangzhou,阴/阴,23℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-26,guangzhou,阴/阴,24℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-27,guangzhou,多云/晴,24℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-11-28,guangzhou,晴/晴,26℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-11-29,guangzhou,晴/晴,27℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-11-30,guangzhou,晴/多云,27℃/12℃,无持续风向≤3级/北风3-4级
2011-12-01,guangzhou,阴/多云,16℃/9℃,北风4-5级/北风3-4级
2011-12-02,guangzhou,多云/晴,16℃/6℃,北风4-5级/北风3-4级
2011-12-03,guangzhou,晴/晴,17℃/5℃,无持续风向≤3级/无持续风向≤3级
2011-12-04,guangzhou,晴/多云,21℃/10℃,无持续风向≤3级/无持续风向≤3级
2011-12-05,guangzhou,多云/多云,21℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-12-06,guangzhou,多云/多云,21℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-12-07,guangzhou,多云/小雨,23℃/13℃,无持续风向≤3级/北风3-4级
2011-12-08,guangzhou,阴/多云,16℃/9℃,北风3-4级/北风3-4级
2011-12-09,guangzhou,多云/多云,15℃/6℃,北风4-5级/北风4-5级
2011-12-10,guangzhou,多云/晴,15℃/4℃,北风4-5级/北风3-4级
2011-12-11,guangzhou,晴/晴,16℃/4℃,北风3-4级/无持续风向≤3级
2011-12-12,guangzhou,晴/晴,18℃/8℃,北风3-4级/无持续风向≤3级
2011-12-13,guangzhou,晴/多云,19℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-12-14,guangzhou,多云/多云,20℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-12-15,guangzhou,阴/多云,19℃/11℃,北风3-4级/北风3-4级
2011-12-16,guangzhou,阴/晴,16℃/10℃,北风4-5级/北风3-4级
2011-12-17,guangzhou,晴/晴,19℃/8℃,无持续风向≤3级/无持续风向≤3级
2011-12-18,guangzhou,多云/晴,18℃/7℃,无持续风向≤3级/无持续风向≤3级
2011-12-19,guangzhou,晴/多云,20℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-12-20,guangzhou,多云/多云,21℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-12-21,guangzhou,阴/多云,20℃/12℃,无持续风向≤3级/无持续风向≤3级
2011-12-22,guangzhou,多云/多云,21℃/10℃,北风3-4级/北风3-4级
2011-12-23,guangzhou,多云/晴,16℃/5℃,北风3-4级/北风3-4级
2011-12-24,guangzhou,晴/晴,16℃/5℃,北风3-4级/无持续风向≤3级
2011-12-25,guangzhou,晴/晴,16℃/7℃,无持续风向≤3级/无持续风向≤3级
2011-12-26,guangzhou,晴/多云,18℃/10℃,无持续风向≤3级/无持续风向≤3级
2011-12-27,guangzhou,多云/多云,20℃/10℃,无持续风向≤3级/无持续风向≤3级
2011-12-28,guangzhou,多云/多云,22℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-12-29,guangzhou,多云/阴,23℃/12℃,无持续风向微风/无持续风向微风
2011-12-30,guangzhou,阴/多云,20℃/12℃,北风3-4级/无持续风向≤3级
2011-12-31,guangzhou,多云/多云,20℃/11℃,无持续风向≤3级/无持续风向≤3级
