Date,City,Weather Condition,Temperature,Wind Force and Direction,Day Weather,Night Weather,Day Temp,Night Temp,Day Wind Direction,Night Wind Direction,Day Wind Force,Night Wind Force
2018-07-21,lasa,小雨/中雨,21℃/11℃,无持续风向1-2级/无持续风向1-2级,小雨,中雨,21.0,11.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-22,lasa,小雨/中雨,22℃/11℃,无持续风向1-2级/无持续风向1-2级,小雨,中雨,22.0,11.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-23,lasa,阵雨/小雨,22℃/11℃,无持续风向<3级/无持续风向<3级,阵雨,小雨,22.0,11.0,无持续风向,无持续风向,3级,3级
2018-07-24,lasa,阵雨/小雨,23℃/11℃,无持续风向1-2级/无持续风向1-2级,阵雨,小雨,23.0,11.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-25,lasa,阴/阵雨,23℃/12℃,无持续风向1-2级/无持续风向1-2级,阴,阵雨,23.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-26,lasa,多云/阵雨,24℃/13℃,无持续风向<3级/无持续风向<3级,多云,阵雨,24.0,13.0,无持续风向,无持续风向,3级,3级
2018-07-27,lasa,多云/阵雨,24℃/13℃,无持续风向1-2级/无持续风向1-2级,多云,阵雨,24.0,13.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-28,lasa,多云/雷阵雨,23℃/13℃,无持续风向1-2级/无持续风向1-2级,多云,雷阵雨,23.0,13.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-29,lasa,阵雨/小雨,24℃/13℃,无持续风向<3级/无持续风向<3级,阵雨,小雨,24.0,13.0,无持续风向,无持续风向,3级,3级
2018-07-30,lasa,小雨/中雨,24℃/12℃,无持续风向1-2级/无持续风向1-2级,小雨,中雨,24.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-07-31,lasa,小雨/中雨,22℃/13℃,无持续风向<3级/无持续风向<3级,小雨,中雨,22.0,13.0,无持续风向,无持续风向,3级,3级
2018-09-01,lasa,多云/阴,22℃/11℃,无持续风向1-2级/无持续风向1-2级,多云,阴,22.0,11.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-02,lasa,阵雨/阵雨,22℃/11℃,无持续风向1-2级/无持续风向1-2级,阵雨,阵雨,22.0,11.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-03,lasa,多云/阵雨,23℃/13℃,无持续风向1-2级/无持续风向1-2级,多云,阵雨,23.0,13.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-04,lasa,多云/多云,25℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,多云,25.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-05,lasa,多云/多云,25℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,多云,25.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-06,lasa,多云/多云,25℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,多云,25.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-07,lasa,多云/多云,24℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,多云,24.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-08,lasa,多云/多云,24℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,多云,24.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-09,lasa,多云/雷阵雨,25℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,雷阵雨,25.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-10,lasa,多云/阵雨,23℃/12℃,无持续风向1-2级/无持续风向1-2级,多云,阵雨,23.0,12.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-11,lasa,阵雨/小雨,23℃/10℃,无持续风向1-2级/无持续风向1-2级,阵雨,小雨,23.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-12,lasa,多云/小雨,21℃/10℃,无持续风向1-2级/无持续风向1-2级,多云,小雨,21.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-13,lasa,阵雨/阵雨,21℃/10℃,无持续风向1-2级/无持续风向1-2级,阵雨,阵雨,21.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-14,lasa,多云/阴,20℃/9℃,无持续风向1-2级/无持续风向1-2级,多云,阴,20.0,9.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-15,lasa,阵雨/阵雨,22℃/10℃,无持续风向1-2级/无持续风向1-2级,阵雨,阵雨,22.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-16,lasa,晴/多云,21℃/9℃,无持续风向1-2级/无持续风向1-2级,晴,多云,21.0,9.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-17,lasa,晴/多云,24℃/9℃,无持续风向1-2级/无持续风向1-2级,晴,多云,24.0,9.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-18,lasa,多云/晴,23℃/8℃,无持续风向1-2级/无持续风向1-2级,多云,晴,23.0,8.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-19,lasa,多云/多云,23℃/8℃,无持续风向1-2级/无持续风向1-2级,多云,多云,23.0,8.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-20,lasa,晴/多云,23℃/10℃,无持续风向1-2级/无持续风向1-2级,晴,多云,23.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-21,lasa,多云/多云,21℃/9℃,无持续风向1-2级/无持续风向1-2级,多云,多云,21.0,9.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-22,lasa,阵雨/阵雨,21℃/6℃,无持续风向1-2级/无持续风向1-2级,阵雨,阵雨,21.0,6.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-23,lasa,阵雨/阵雨,21℃/9℃,无持续风向1-2级/无持续风向1-2级,阵雨,阵雨,21.0,9.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-24,lasa,晴/多云,24℃/10℃,无持续风向1-2级/无持续风向1-2级,晴,多云,24.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-25,lasa,多云/多云,24℃/11℃,无持续风向1-2级/无持续风向1-2级,多云,多云,24.0,11.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-26,lasa,多云/多云,24℃/10℃,无持续风向1-2级/无持续风向1-2级,多云,多云,24.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-27,lasa,阵雨/小雨,21℃/10℃,无持续风向1-2级/无持续风向1-2级,阵雨,小雨,21.0,10.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-28,lasa,多云/多云,21℃/9℃,无持续风向1-2级/无持续风向1-2级,多云,多云,21.0,9.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-29,lasa,阵雨/阵雨,22℃/7℃,无持续风向1-2级/无持续风向1-2级,阵雨,阵雨,22.0,7.0,无持续风向,无持续风向,1-2级,1-2级
2018-09-30,lasa,多云/多云,20℃/8℃,无持续风向1-2级/无持续风向1-2级,多云,多云,20.0,8.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-01,lasa,晴/多云,22℃/8℃,无持续风向1-2级/无持续风向1-2级,晴,多云,22.0,8.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-02,lasa,阴/多云,22℃/8℃,无持续风向1-2级/无持续风向1-2级,阴,多云,22.0,8.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-03,lasa,多云/多云,20℃/7℃,西风3-4级/西风3-4级,多云,多云,20.0,7.0,西风,西风,3-4级,3-4级
2018-10-04,lasa,晴/多云,20℃/7℃,西南风3-4级/西南风3-4级,晴,多云,20.0,7.0,西南风,西南风,3-4级,3-4级
2018-10-05,lasa,晴/多云,19℃/6℃,西南风4-5级/西南风4-5级,晴,多云,19.0,6.0,西南风,西南风,4-5级,4-5级
2018-10-06,lasa,多云/阴,19℃/6℃,无持续风向1-2级/无持续风向1-2级,多云,阴,19.0,6.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-07,lasa,多云/多云,18℃/5℃,南风3-4级/南风3-4级,多云,多云,18.0,5.0,南风,南风,3-4级,3-4级
2018-10-08,lasa,多云/多云,18℃/4℃,西风3-4级/西风3-4级,多云,多云,18.0,4.0,西风,西风,3-4级,3-4级
2018-10-09,lasa,多云/多云,16℃/3℃,无持续风向1-2级/无持续风向1-2级,多云,多云,16.0,3.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-10,lasa,多云/多云,16℃/3℃,西南风4-5级/西南风4-5级,多云,多云,16.0,3.0,西南风,西南风,4-5级,4-5级
2018-10-11,lasa,多云/多云,19℃/4℃,无持续风向1-2级/无持续风向1-2级,多云,多云,19.0,4.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-12,lasa,阴/小雨,19℃/4℃,无持续风向1-2级/无持续风向1-2级,阴,小雨,19.0,4.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-13,lasa,多云/多云,16℃/3℃,西风3-4级/西风3-4级,多云,多云,16.0,3.0,西风,西风,3-4级,3-4级
2018-10-14,lasa,多云/多云,17℃/3℃,无持续风向1-2级/无持续风向1-2级,多云,多云,17.0,3.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-15,lasa,晴/晴,19℃/1℃,无持续风向1-2级/无持续风向1-2级,晴,晴,19.0,1.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-16,lasa,晴/晴,19℃/4℃,无持续风向1-2级/无持续风向1-2级,晴,晴,19.0,4.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-17,lasa,多云/阴,19℃/4℃,西风3-4级/西风3-4级,多云,阴,19.0,4.0,西风,西风,3-4级,3-4级
2018-10-18,lasa,多云/多云,19℃/3℃,西南风3-4级/西南风3-4级,多云,多云,19.0,3.0,西南风,西南风,3-4级,3-4级
2018-10-19,lasa,晴/晴,19℃/4℃,西风3-4级/西风3-4级,晴,晴,19.0,4.0,西风,西风,3-4级,3-4级
2018-10-20,lasa,晴/多云,18℃/2℃,无持续风向1-2级/无持续风向1-2级,晴,多云,18.0,2.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-21,lasa,多云/多云,17℃/3℃,无持续风向1-2级/无持续风向1-2级,多云,多云,17.0,3.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-22,lasa,多云/晴,17℃/3℃,西南风4-5级/西南风4-5级,多云,晴,17.0,3.0,西南风,西南风,4-5级,4-5级
2018-10-23,lasa,多云/晴,16℃/3℃,无持续风向1-2级/无持续风向1-2级,多云,晴,16.0,3.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-24,lasa,晴/阴,14℃/2℃,西南风3-4级/西南风3-4级,晴,阴,14.0,2.0,西南风,西南风,3-4级,3-4级
2018-10-25,lasa,多云/多云,15℃/1℃,西南风3-4级/西南风3-4级,多云,多云,15.0,1.0,西南风,西南风,3-4级,3-4级
2018-10-26,lasa,多云/多云,14℃/0℃,西南风3-4级/西南风3-4级,多云,多云,14.0,0.0,西南风,西南风,3-4级,3-4级
2018-10-27,lasa,多云/晴,14℃/-2℃,西南风4-5级/西南风4-5级,多云,晴,14.0,-2.0,西南风,西南风,4-5级,4-5级
2018-10-28,lasa,晴/多云,14℃/-2℃,西北风4-5级/西北风4-5级,晴,多云,14.0,-2.0,西北风,西北风,4-5级,4-5级
2018-10-29,lasa,晴/多云,13℃/0℃,无持续风向1-2级/无持续风向1-2级,晴,多云,13.0,0.0,无持续风向,无持续风向,1-2级,1-2级
2018-10-30,lasa,晴/多云,12℃/-1℃,东北风4-5级/东北风4-5级,晴,多云,12.0,-1.0,东北风,东北风,4-5级,4-5级
2018-10-31,lasa,晴/晴,12℃/-1℃,西风4-5级/西风4-5级,晴,晴,12.0,-1.0,西风,西风,4-5级,4-5级
2018-11-01,lasa,晴/晴,13℃/-2℃,无持续风向1-2级/无持续风向1-2级,晴,晴,13.0,-2.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-02,lasa,晴/多云,15℃/-1℃,无持续风向1-2级/无持续风向1-2级,晴,多云,15.0,-1.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-03,lasa,晴/多云,15℃/-1℃,无持续风向1-2级/无持续风向1-2级,晴,多云,15.0,-1.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-04,lasa,多云/多云,15℃/1℃,西南风3-4级/西南风3-4级,多云,多云,15.0,1.0,西南风,西南风,3-4级,3-4级
2018-11-05,lasa,晴/晴,15℃/0℃,无持续风向1-2级/无持续风向1-2级,晴,晴,15.0,0.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-06,lasa,多云/多云,15℃/-2℃,西风3-4级/西风3-4级,多云,多云,15.0,-2.0,西风,西风,3-4级,3-4级
2018-11-07,lasa,晴/晴,12℃/-3℃,无持续风向1-2级/无持续风向1-2级,晴,晴,12.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-08,lasa,晴/多云,10℃/-4℃,无持续风向1-2级/无持续风向1-2级,晴,多云,10.0,-4.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-09,lasa,晴/多云,10℃/-3℃,无持续风向1-2级/无持续风向1-2级,晴,多云,10.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-10,lasa,晴/多云,13℃/-3℃,西南风3-4级/西南风3-4级,晴,多云,13.0,-3.0,西南风,西南风,3-4级,3-4级
2018-11-11,lasa,多云/晴,13℃/-3℃,无持续风向1-2级/无持续风向1-2级,多云,晴,13.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-12,lasa,多云/多云,14℃/-2℃,无持续风向1-2级/无持续风向1-2级,多云,多云,14.0,-2.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-13,lasa,晴/晴,12℃/-1℃,无持续风向1-2级/无持续风向1-2级,晴,晴,12.0,-1.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-14,lasa,多云/晴,13℃/-1℃,无持续风向1-2级/无持续风向1-2级,多云,晴,13.0,-1.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-15,lasa,多云/多云,13℃/-1℃,西风3-4级/西风3-4级,多云,多云,13.0,-1.0,西风,西风,3-4级,3-4级
2018-11-16,lasa,多云/多云,12℃/-2℃,西南风3-4级/西南风3-4级,多云,多云,12.0,-2.0,西南风,西南风,3-4级,3-4级
2018-11-17,lasa,阵雪/多云,13℃/-2℃,西南风3-4级/西南风3-4级,阵雪,多云,13.0,-2.0,西南风,西南风,3-4级,3-4级
2018-11-18,lasa,多云/阵雪,13℃/-3℃,无持续风向1-2级/无持续风向1-2级,多云,阵雪,13.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-19,lasa,晴/多云,13℃/-2℃,西南风3-4级/西南风3-4级,晴,多云,13.0,-2.0,西南风,西南风,3-4级,3-4级
2018-11-20,lasa,多云/多云,13℃/-2℃,西风3-4级/西风3-4级,多云,多云,13.0,-2.0,西风,西风,3-4级,3-4级
2018-11-21,lasa,晴/晴,12℃/-4℃,西南风3-4级/西南风3-4级,晴,晴,12.0,-4.0,西南风,西南风,3-4级,3-4级
2018-11-22,lasa,多云/晴,12℃/-4℃,无持续风向1-2级/无持续风向1-2级,多云,晴,12.0,-4.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-23,lasa,晴/多云,12℃/-3℃,西风3-4级/西风3-4级,晴,多云,12.0,-3.0,西风,西风,3-4级,3-4级
2018-11-24,lasa,晴/晴,11℃/-5℃,无持续风向1-2级/无持续风向1-2级,晴,晴,11.0,-5.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-25,lasa,晴/晴,11℃/-6℃,西风3-4级/西风3-4级,晴,晴,11.0,-6.0,西风,西风,3-4级,3-4级
2018-11-26,lasa,多云/晴,11℃/-6℃,西南风3-4级/西南风3-4级,多云,晴,11.0,-6.0,西南风,西南风,3-4级,3-4级
2018-11-27,lasa,晴/晴,11℃/-6℃,西北风3-4级/西北风3-4级,晴,晴,11.0,-6.0,西北风,西北风,3-4级,3-4级
2018-11-28,lasa,晴/多云,11℃/-6℃,西北风3-4级/西北风3-4级,晴,多云,11.0,-6.0,西北风,西北风,3-4级,3-4级
2018-11-29,lasa,多云/多云,12℃/-6℃,无持续风向1-2级/无持续风向1-2级,多云,多云,12.0,-6.0,无持续风向,无持续风向,1-2级,1-2级
2018-11-30,lasa,晴/多云,12℃/-2℃,无持续风向1-2级/无持续风向1-2级,晴,多云,12.0,-2.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-01,lasa,晴/晴,5℃/-10℃,无持续风向1-2级/无持续风向1-2级,晴,晴,5.0,-10.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-02,lasa,多云/多云,6℃/-11℃,无持续风向1-2级/无持续风向1-2级,多云,多云,6.0,-11.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-03,lasa,多云/多云,5℃/-10℃,南风3-4级/南风3-4级,多云,多云,5.0,-10.0,南风,南风,3-4级,3-4级
2019-01-04,lasa,多云/晴,5℃/-10℃,西风3-4级/西风3-4级,多云,晴,5.0,-10.0,西风,西风,3-4级,3-4级
2019-01-05,lasa,晴/晴,4℃/-11℃,无持续风向1-2级/无持续风向1-2级,晴,晴,4.0,-11.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-06,lasa,晴/多云,4℃/-10℃,无持续风向1-2级/无持续风向1-2级,晴,多云,4.0,-10.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-07,lasa,多云/多云,7℃/-10℃,无持续风向1-2级/无持续风向1-2级,多云,多云,7.0,-10.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-08,lasa,多云/晴,5℃/-9℃,西南风3-4级/西南风3-4级,多云,晴,5.0,-9.0,西南风,西南风,3-4级,3-4级
2019-01-09,lasa,多云/多云,1℃/-10℃,南风3-4级/南风3-4级,多云,多云,1.0,-10.0,南风,南风,3-4级,3-4级
2019-01-10,lasa,阴/多云,3℃/-10℃,西南风3-4级/西南风3-4级,阴,多云,3.0,-10.0,西南风,西南风,3-4级,3-4级
2019-01-11,lasa,多云/晴,4℃/-10℃,无持续风向1-2级/无持续风向1-2级,多云,晴,4.0,-10.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-12,lasa,晴/晴,4℃/-9℃,无持续风向1-2级/无持续风向1-2级,晴,晴,4.0,-9.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-13,lasa,晴/晴,8℃/-9℃,西南风3-4级/西南风3-4级,晴,晴,8.0,-9.0,西南风,西南风,3-4级,3-4级
2019-01-14,lasa,多云/阴,8℃/-7℃,西南风3-4级/西南风3-4级,多云,阴,8.0,-7.0,西南风,西南风,3-4级,3-4级
2019-01-15,lasa,多云/晴,2℃/-11℃,西北风3-4级/西北风3-4级,多云,晴,2.0,-11.0,西北风,西北风,3-4级,3-4级
2019-01-16,lasa,晴/多云,5℃/-11℃,无持续风向1-2级/无持续风向1-2级,晴,多云,5.0,-11.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-17,lasa,多云/多云,5℃/-9℃,南风4-5级/南风4-5级,多云,多云,5.0,-9.0,南风,南风,4-5级,4-5级
2019-01-18,lasa,晴/晴,6℃/-10℃,西风3-4级/西风3-4级,晴,晴,6.0,-10.0,西风,西风,3-4级,3-4级
2019-01-19,lasa,晴/晴,4℃/-9℃,南风3-4级/南风3-4级,晴,晴,4.0,-9.0,南风,南风,3-4级,3-4级
2019-01-20,lasa,晴/多云,7℃/-9℃,无持续风向1-2级/无持续风向1-2级,晴,多云,7.0,-9.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-21,lasa,多云/晴,6℃/-8℃,无持续风向1-2级/无持续风向1-2级,多云,晴,6.0,-8.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-22,lasa,晴/多云,6℃/-8℃,无持续风向1-2级/无持续风向1-2级,晴,多云,6.0,-8.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-23,lasa,多云/多云,7℃/-7℃,南风4-5级/南风4-5级,多云,多云,7.0,-7.0,南风,南风,4-5级,4-5级
2019-01-24,lasa,晴/晴,8℃/-7℃,西南风3-4级/西南风3-4级,晴,晴,8.0,-7.0,西南风,西南风,3-4级,3-4级
2019-01-25,lasa,多云/阵雪,8℃/-6℃,西南风3-4级/西南风3-4级,多云,阵雪,8.0,-6.0,西南风,西南风,3-4级,3-4级
2019-01-26,lasa,阵雪/多云,8℃/-6℃,西南风4-5级/西南风4-5级,阵雪,多云,8.0,-6.0,西南风,西南风,4-5级,4-5级
2019-01-27,lasa,晴/多云,9℃/-6℃,无持续风向1-2级/无持续风向1-2级,晴,多云,9.0,-6.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-28,lasa,晴/多云,7℃/-6℃,无持续风向1-2级/无持续风向1-2级,晴,多云,7.0,-6.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-29,lasa,多云/阴,4℃/-8℃,西南风3-4级/西南风3-4级,多云,阴,4.0,-8.0,西南风,西南风,3-4级,3-4级
2019-01-30,lasa,晴/晴,5℃/-9℃,无持续风向1-2级/无持续风向1-2级,晴,晴,5.0,-9.0,无持续风向,无持续风向,1-2级,1-2级
2019-01-31,lasa,晴/多云,8℃/-7℃,无持续风向1-2级/无持续风向1-2级,晴,多云,8.0,-7.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-01,lasa,多云/多云,10℃/-6℃,西风3-4级/西风3-4级,多云,多云,10.0,-6.0,西风,西风,3-4级,3-4级
2019-02-02,lasa,多云/晴,7℃/-7℃,西南风4-5级/西南风4-5级,多云,晴,7.0,-7.0,西南风,西南风,4-5级,4-5级
2019-02-03,lasa,晴/晴,8℃/-7℃,西南风4-5级/西南风4-5级,晴,晴,8.0,-7.0,西南风,西南风,4-5级,4-5级
2019-02-04,lasa,晴/晴,8℃/-8℃,西南风3-4级/西南风3-4级,晴,晴,8.0,-8.0,西南风,西南风,3-4级,3-4级
2019-02-05,lasa,阴/多云,8℃/-6℃,西风3-4级/西风3-4级,阴,多云,8.0,-6.0,西风,西风,3-4级,3-4级
2019-02-06,lasa,晴/晴,12℃/-5℃,无持续风向1-2级/无持续风向1-2级,晴,晴,12.0,-5.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-07,lasa,多云/多云,13℃/-1℃,西南风3-4级/西南风3-4级,多云,多云,13.0,-1.0,西南风,西南风,3-4级,3-4级
2019-02-08,lasa,阴/阴,12℃/-2℃,西南风4-5级/西南风4-5级,阴,阴,12.0,-2.0,西南风,西南风,4-5级,4-5级
2019-02-09,lasa,阵雪/小雪,6℃/-2℃,南风4-5级/南风4-5级,阵雪,小雪,6.0,-2.0,南风,南风,4-5级,4-5级
2019-02-10,lasa,晴/晴,3℃/-7℃,无持续风向1-2级/无持续风向1-2级,晴,晴,3.0,-7.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-11,lasa,多云/晴,8℃/-6℃,无持续风向1-2级/无持续风向1-2级,多云,晴,8.0,-6.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-12,lasa,晴/晴,9℃/-6℃,无持续风向1-2级/无持续风向1-2级,晴,晴,9.0,-6.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-13,lasa,多云/多云,10℃/-5℃,西风3-4级/西风3-4级,多云,多云,10.0,-5.0,西风,西风,3-4级,3-4级
2019-02-14,lasa,晴/多云,12℃/-3℃,无持续风向1-2级/无持续风向1-2级,晴,多云,12.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-15,lasa,多云/阴,10℃/-3℃,无持续风向1-2级/无持续风向1-2级,多云,阴,10.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-16,lasa,阵雪/阴,9℃/-2℃,南风4-5级/南风4-5级,阵雪,阴,9.0,-2.0,南风,南风,4-5级,4-5级
2019-02-17,lasa,多云/晴,6℃/-5℃,西风3-4级/西风3-4级,多云,晴,6.0,-5.0,西风,西风,3-4级,3-4级
2019-02-18,lasa,晴/晴,8℃/-3℃,西南风3-4级/西南风3-4级,晴,晴,8.0,-3.0,西南风,西南风,3-4级,3-4级
2019-02-19,lasa,多云/晴,9℃/-4℃,西南风3-4级/西南风3-4级,多云,晴,9.0,-4.0,西南风,西南风,3-4级,3-4级
2019-02-20,lasa,晴/多云,9℃/-5℃,无持续风向1-2级/无持续风向1-2级,晴,多云,9.0,-5.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-21,lasa,多云/多云,12℃/-2℃,西南风4-5级/西南风4-5级,多云,多云,12.0,-2.0,西南风,西南风,4-5级,4-5级
2019-02-22,lasa,多云/晴,15℃/-3℃,西风3-4级/西风3-4级,多云,晴,15.0,-3.0,西风,西风,3-4级,3-4级
2019-02-23,lasa,晴/晴,13℃/-3℃,无持续风向1-2级/无持续风向1-2级,晴,晴,13.0,-3.0,无持续风向,无持续风向,1-2级,1-2级
2019-02-24,lasa,多云/多云,11℃/-2℃,西风4-5级/西风4-5级,多云,多云,11.0,-2.0,西风,西风,4-5级,4-5级
2019-02-25,lasa,多云/多云,9℃/-2℃,西风4-5级/西风4-5级,多云,多云,9.0,-2.0,西风,西风,4-5级,4-5级
2019-02-26,lasa,多云/阴,8℃/-3℃,西南风4-5级/西南风4-5级,多云,阴,8.0,-3.0,西南风,西南风,4-5级,4-5级
2019-02-27,lasa,阴/阴,7℃/-5℃,西南风4-5级/西南风4-5级,阴,阴,7.0,-5.0,西南风,西南风,4-5级,4-5级
2019-02-28,lasa,阵雪/阴,6℃/-4℃,南风4-5级/南风4-5级,阵雪,阴,6.0,-4.0,南风,南风,4-5级,4-5级
2019-03-01,lasa,多云/晴,6℃/-5℃,西风3-4级/西风3-4级,多云,晴,6.0,-5.0,西风,西风,3-4级,3-4级
2019-03-02,lasa,晴/晴,10℃/-8℃,西南风4-5级/西南风4-5级,晴,晴,10.0,-8.0,西南风,西南风,4-5级,4-5级
2019-03-03,lasa,多云/晴,12℃/-5℃,西风4-5级/西风4-5级,多云,晴,12.0,-5.0,西风,西风,4-5级,4-5级
2019-03-04,lasa,阴/晴,13℃/-1℃,东南风1-2级/东南风1-2级,阴,晴,13.0,-1.0,东南风,东南风,1-2级,1-2级
2019-03-05,lasa,多云/多云,10℃/-2℃,西南风4-5级/西南风4-5级,多云,多云,10.0,-2.0,西南风,西南风,4-5级,4-5级
2019-03-06,lasa,多云/阴,9℃/-2℃,西风4-5级/西风4-5级,多云,阴,9.0,-2.0,西风,西风,4-5级,4-5级
2019-03-07,lasa,多云/晴,12℃/-2℃,西风4-5级/西风4-5级,多云,晴,12.0,-2.0,西风,西风,4-5级,4-5级
2019-03-08,lasa,晴/晴,11℃/-2℃,西风3-4级/西风3-4级,晴,晴,11.0,-2.0,西风,西风,3-4级,3-4级
2019-03-09,lasa,多云/多云,12℃/-2℃,西风3-4级/西风3-4级,多云,多云,12.0,-2.0,西风,西风,3-4级,3-4级
2019-03-10,lasa,晴/晴,15℃/-2℃,无持续风向1-2级/无持续风向1-2级,晴,晴,15.0,-2.0,无持续风向,无持续风向,1-2级,1-2级
2019-03-11,lasa,晴/晴,15℃/-1℃,西风3-4级/西风3-4级,晴,晴,15.0,-1.0,西风,西风,3-4级,3-4级
2019-03-12,lasa,晴/晴,15℃/0℃,西风4-5级/西风4-5级,晴,晴,15.0,0.0,西风,西风,4-5级,4-5级
2019-03-13,lasa,晴/晴,17℃/0℃,西风3-4级/西风3-4级,晴,晴,17.0,0.0,西风,西风,3-4级,3-4级
2019-03-14,lasa,多云/多云,17℃/1℃,无持续风向1-2级/无持续风向1-2级,多云,多云,17.0,1.0,无持续风向,无持续风向,1-2级,1-2级
2019-03-15,lasa,多云/多云,15℃/1℃,西风3-4级/西风3-4级,多云,多云,15.0,1.0,西风,西风,3-4级,3-4级
2019-03-16,lasa,多云/多云,16℃/1℃,西风3-4级/西风3-4级,多云,多云,16.0,1.0,西风,西风,3-4级,3-4级
